DateTime,WindSpeed,PowerGenerated
2018-04-21,739.7452799999999,701680.0
2018-04-22,542.5686800000001,5209760.0
2018-04-23,604.0098199999999,3516560.0
2018-04-24,747.41418,7454720.0
2018-04-25,814.4337300000002,12688720.0
2018-04-26,781.2419800000001,7342320.0
2018-04-27,707.308337,4639280.0
2018-04-28,761.0230600000001,9926320.0
2018-04-29,888.0356599999999,16724240.0
2018-04-30,984.1680299999998,16423680.0
2018-05-01,870.2417899999995,14074080.0
2018-05-02,845.1584700000001,5965120.0
2018-05-03,862.6569999999996,383520.0
2018-05-04,686.0218900000001,3472400.0
2018-05-05,636.1323470000003,7435440.0
2018-05-06,804.8254799999996,11056320.0
2018-05-07,0.0,12611280.0
2018-05-08,885.6141200000004,12805280.0
2018-05-09,692.0655300000003,6465120.0
2018-05-10,624.0658599999999,8442960.0
2018-05-11,693.9433200000001,11039920.0
2018-05-12,716.3357000000002,13079360.0
2018-05-13,0.0,11315520.0
2018-05-14,885.6645199999998,8442800.0
2018-05-15,757.5025899999997,490960.0
2018-05-16,911.06333,0.0
2018-05-17,837.45914,1327840.0
2018-05-18,996.27156,19586080.0
2018-05-19,651.5711699999999,14298880.0
2018-05-20,595.402734,15216320.0
2018-05-21,769.36787,9831760.0
2018-05-22,675.1065399999999,9554160.0
2018-05-23,803.68954,8213920.0
2018-05-24,790.4050399999996,45040.0
2018-05-25,895.9914599999998,461680.0
2018-05-26,927.2172099999998,17445040.0
2018-05-27,937.6299000000001,17539040.0
2018-05-28,942.1598599999998,21136480.0
2018-05-29,989.3303999999997,19328960.0
2018-05-30,885.5584900000001,7452000.0
2018-05-31,0.0,0.0
2018-06-01,575.8198900000001,8800.0
2018-06-02,625.3348599999999,10847520.0
2018-06-03,690.5306000000002,11926480.0
2018-06-04,773.56878,11874400.0
2018-06-05,730.6892900000001,14099360.0
2018-06-06,756.5140600000003,13729520.0
2018-06-07,983.5435400000002,24679760.0
